,Personalizar,Cut.Mch,Type,Int Fam,Circuit,Wire/Tube/Splice,Section,Color 1,Color 2,length,Bundle Qty,Term A,Joint to A,Seal A,Strip A,Rmks A,Term B,Joint to B,Seal B,Strip B,Rmks B,KBN Loc,Topologia,Abastecimento,Rate pçs/h,Processo,Projeto,Tamanho de lote,Max nunber,Segunda  1T,Segunda 2T,Terça 1T,Terça 2T,Quarta 1T,Quarta 2T,Quinta 1T,Quinta 2T,Sexta 1T,Sexta 2T,Sábado 1T,Sábado 2T,total week,MP comuns,ProcessoA,ProcessoB,Máq_Tipo
4075,S13393,M29,C,S13,393,16ACX1050,1.0,BU,  ,390.0,100.0,3202543F0,                  ,,4.0,LGKCC                                                       ,3202581H9,                  ,,4.8,                                                            ,M29.D-15,LGATE EXT,MULTI,3085.0,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4076,S122609,M29,C,S12,2609,16AC43020,0.5,BN,GY,2020.0,100.0,E08963400,                  ,,4.0,LGKCC                                                       ,E08963400,                  ,,4.0,                                                            ,M29.B-18,LGATE,CORTE,,TT,SPIN,1400.0,14.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,0.0,0.0,800.0,,,,M29-TS
4077,S141050VE,M29,C,S14,1050VE,16BNX6010,0.35,BK,  ,365.0,100.0,3202618R4,                  ,320454NG2,5.0,LGKCC                                                       ,,SP1050VC_X1       ,,13.0,                                                            ,M29.E-08,LICENSE PLATE,,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4078,S141050VD,M29,C,S14,1050VD,16BNX6010,0.35,BK,  ,150.0,100.0,3202618R4,                  ,320454NG2,5.0,LGKCC                                                       ,,SP1050VC_X1       ,,13.0,                                                            ,M29.E-05,LICENSE PLATE,CORTE,,TS,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4079,S122509,M29,C,S12,2509,16AC41020,0.5,BN,BU,2020.0,100.0,E08963400,                  ,,4.0,LGKCC                                                       ,E08963400,                  ,,4.0,                                                            ,M29.B-21,LGATE,SPLICE,,TT,SPIN,1400.0,14.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,144.0,0.0,0.0,0.0,800.0,,,,M29-TS
4080,S131050C,M29,C,S13,1050C,E01937800,0.5,BK,  ,200.0,100.0,E00006853,                  ,,4.5,LGKCC                                                       ,,SP1050_W202_X1    ,,13.0,                                                            ,M29.F-07,LGATE EXT,CORTE,3085.0,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4081,S052701A,M29,C,S05,2701A,16AH47020,0.5,BN,RD,1333.0,100.0,E01647000,                  ,,5.0,LGKCC                                                       ,32025Y0X5,                  ,,5.0,                                                            ,M29.E-22,ENGINE LI3,CORTE,,TT,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,M29-TS
4082,S0525B,M29,C,S05,25B,16AHX4020,0.5,BN,  ,1975.0,100.0,320280951,                  ,320450463,3.5,LGKCC                                                       ,E01647000,                  ,,5.0,                                                            ,M29.F-11,ENGINE LI3,SPLICE,,TS,SPIN,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,S0425B,,,M29-TS
4083,S132609,M29,C,S13,2609,16AC43020,0.5,BN,GY,590.0,100.0,E16491700,                  ,,4.0,LGKCC                                                       ,E00006853,                  ,,4.5,                                                            ,M29.B-03,LGATE EXT,CORTE,2935.0,TT,SPIN,1400.0,14.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,150.0,0.0,0.0,0.0,800.0,,,,M29-TS
4084,G19140,M30,C,G19,140,16AC72020,0.5,RD,WH,1860.0,100.0,E01647000,                  ,,5.0,                                                            ,E02842200,                  ,,5.0,                                                            ,M30.H-15,ENGINE TURBO,SPLICE,3873.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4085,G22140,M30,C,G22,140,16AC72020,0.5,RD,WH,1950.0,100.0,E01647000,                  ,,5.0,                                                            ,E02842200,                  ,,5.0,                                                            ,M30.H-19,ENGINE ASPIRADO,,3873.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4086,G179,M30,C,G17,9,16AC83010,0.35,GN,GY,4840.0,100.0,E10146200,                  ,,4.0,                                                            ,,SP9_125_1_X1      ,,13.0,                                                            ,M30.A-29,BODY,,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4087,G185292,M30,C,G18,5292,E00005933,0.5,VT,BU,880.0,100.0,E02842200,                  ,,5.0,                                                            ,,SP5292_557_1_X1   ,,13.0,                                                            ,M30.D-11,ENGINE ASPIRADO,,4100.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4088,G16668,M30,C,G16,668,16AC15060,1.5,BU,VT,2035.0,50.0,E03428900,                  ,,4.0,                                                            ,3202618H6,                  ,,5.0,                                                            ,M30.E-25,BODY,,3777.0,TT,GEM,1250.0,27.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0,1350.0,,CORTE,CORTE,M30-TT
4089,G165214,M30,C,G16,5214,16AC61010,0.35,BK,BU,4550.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-12,BODY,CORTE,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4090,G166581,M30,C,G16,6581,E25183300,0.35,BN,  ,4560.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-17,BODY,SPLICE,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4091,G195290,M30,C,G19,5290,16AC51020,0.5,VT,BU,1855.0,100.0,E01647000,                  ,,5.0,                                                            ,E05464400,                  ,,5.0,                                                            ,M30.H-16,ENGINE TURBO,CORTE,3880.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4092,G165215,M30,C,G16,5215,E25182300,0.35,VT,WH,4550.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-13,BODY,CORTE,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4093,G221744,M30,C,G22,1744,E14072300,0.75,GN,YE,1640.0,100.0,E01647000,                  ,,5.0,                                                            ,E00008901,                  ,,5.5,                                                            ,M30.H-20,ENGINE ASPIRADO,,3880.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4094,G195291G,M30,C,G19,5291G,E06744800,1.0,VT,BU,1505.0,100.0,E02842200,                  ,,5.0,                                                            ,,SP5291_1828_1_1   ,,13.0,                                                            ,M30.D-12,ENGINE TURBO,,3873.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4095,G165216,M30,C,G16,5216,E25179900,0.35,YE,GY,4560.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-14,BODY,,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4096,G165861,M30,C,G16,5861,E25183200,0.35,GY,  ,5340.0,50.0,32025Y2BJ,                  ,,5.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.B-10,BODY,,2333.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4097,G215290,M30,C,G21,5290,16AC51020,0.5,VT,BU,1945.0,100.0,E01647000,                  ,,5.0,                                                            ,E05464400,                  ,,5.0,                                                            ,M30.H-18,ENGINE TURBO,,3880.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4098,G18140,M30,C,G18,140,16AC72020,0.5,RD,WH,1970.0,100.0,E01647000,                  ,,5.0,                                                            ,E02842200,                  ,,5.0,                                                            ,M30.H-13,ENGINE ASPIRADO,,3873.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4099,G21140,M30,C,G21,140,16AC72020,0.5,RD,WH,1950.0,100.0,E01647000,                  ,,5.0,                                                            ,E02842200,                  ,,5.0,                                                            ,M30.H-17,ENGINE TURBO,CORTE,3873.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4100,G185290,M30,C,G18,5290,16AC51020,0.5,VT,BU,1965.0,100.0,E01647000,                  ,,5.0,                                                            ,E05464400,                  ,,5.0,                                                            ,M30.H-14,ENGINE ASPIRADO,,3880.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4101,G156817C,M30,C,G15,6817C,E01577500,0.35,YE,  ,560.0,100.0,3202577Z3,                  ,,5.0,                                                            ,,SP6817_634_1_X1   ,,13.0,                                                            ,M30.C-19,IP,CORTE,4100.0,TT,GEM,1300.0,18.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,1800.0,,CORTE,SPLICE,M30-TT
4102,G156816,M30,C,G15,6816,169AX2010,0.35,WH,  ,1430.0,100.0,3202577Z3,                  ,,5.0,                                                            ,E02273600,                  ,,5.0,                                                            ,M30.C-13,IP,CORTE,3930.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4103,G156974A,M30,C,G15,6974A,16BNX6010,0.35,BK,  ,110.0,100.0,3202577Z3,                  ,,5.0,                                                            ,,SP6974_1_X1       ,,13.0,BARE2                                                       ,M30.C-14,IP,CORTE,4406.0,TT,GEM,1300.0,18.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,1800.0,,CORTE,SPLICE,M30-TT
4104,G215291G,M30,C,G21,5291G,E06744800,1.0,VT,BU,1590.0,100.0,E02842200,                  ,,5.0,                                                            ,,SP5291_1828_1_1   ,,13.0,                                                            ,M30.G-11,ENGINE TURBO,CORTE,3873.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G215291G,CORTE,SPLICE,M30-TT
4105,G16636A,M30,C,G16,636A,16AC13020,0.5,BU,GY,935.0,100.0,E01647000,                  ,,5.0,                                                            ,E10146200,                  ,,4.0,                                                            ,M30.H-09,BODY,CORTE,4050.0,TT,GEM,1300.0,14.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0,1400.0,,CORTE,CORTE,M30-TT
4106,G156815B,M30,C,G15,6815B,E25181200,0.35,WH,BN,935.0,100.0,3202577Z3,                  ,,5.0,                                                            ,E05943900,                  ,,4.5,                                                            ,M30.C-05,IP,,4100.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4107,G165217,M30,C,G16,5217,16AC23020,0.5,WH,GY,4555.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-15,BODY,,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4108,G179B,M30,C,G17,9B,16AC83010,0.35,GN,GY,1155.0,50.0,E10146200,                  ,,4.0,                                                            ,,SP9_125_1_X1      ,,13.0,                                                            ,M30.E-07,BODY,CORTE,3930.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4109,G179D,M30,C,G17,9D,16AC83010,0.35,GN,GY,795.0,100.0,3202577Z3,                  ,,5.0,                                                            ,,SP9_125_1_X1      ,,13.0,                                                            ,M30.G-09,BODY,CORTE,4100.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4110,G165218,M30,C,G16,5218,E25182500,0.35,VT,GY,4575.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-16,BODY,SPLICE,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4111,G185291,M30,C,G18,5291,E06744800,1.0,VT,BU,1290.0,100.0,E02842200,                  ,,5.0,                                                            ,,SP5291_1892_1_X1  ,,13.0,                                                            ,M30.D-10,ENGINE ASPIRADO,CORTE,3930.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4112,G195292H,M30,C,G19,5292H,E00005933,0.5,VT,BU,825.0,100.0,E02842200,                  ,,5.0,                                                            ,,SP5292_557_1_X1   ,,13.0,                                                            ,M30.D-13,ENGINE TURBO,CORTE,4100.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4113,G163150J,M30,C,G16,3150J,E01937800,0.5,BK,  ,1575.0,100.0,E02842200,                  ,,4.0,                                                            ,,SP3150_102_1_X1   ,,13.0,                                                            ,M30.D-09,BODY,CORTE,3873.0,TT,GEM,1300.0,14.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0,1400.0,,CORTE,SPLICE,M30-TT
4114,G163154,M30,C,G16,3154,E25183200,0.35,GY,  ,4530.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-08,BODY,SPLICE,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4115,G152555,M30,C,G15,2555,16AC38010,0.35,GY,GN,1480.0,100.0,3202577Z3,                  ,,5.0,                                                            ,E02273600,                  ,,5.0,                                                            ,M30.B-05,IP,,3930.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4116,G153161,M30,C,G15,3161,16AC14010,0.35,BU,BN,1480.0,100.0,3202577Z3,                  ,,5.0,                                                            ,E02273600,                  ,,5.0,                                                            ,M30.C-01,IP,,3930.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4117,G151798C,M30,C,G15,1798C,16AC64010,0.35,BK,BN,945.0,50.0,E16318100,                  ,,5.0,                                                            ,,SP1798_718_1_X1   ,,13.0,                                                            ,M30.G-14,IP,SPLICE,4050.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,SPLICE,M30-TT
4118,G151597,M30,C,G15,1597,E25183200,0.35,GY,  ,930.0,100.0,E05943900,                  ,,4.5,                                                            ,3202577Z3,                  ,,5.0,                                                            ,M30.G-01,IP,CORTE,4100.0,TT,GEM,,0.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,1800.0,G15156,CORTE,CORTE,M30-TT
4119,G163155,M30,C,G16,3155,169AX8010,0.35,GN,  ,4545.0,50.0,E10146200,                  ,,4.0,                                                            ,3202587B6,                  ,,4.0,                                                            ,M30.E-09,BODY,CORTE,2550.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,CORTE,M30-TT
4120,G1624C,M30,C,G16,24C,169A82010,0.35,GN,WH,250.0,100.0,3202577Z3,                  ,,5.0,                                                            ,,SP24_125_1_X1     ,,13.0,                                                            ,M30.C-22,BODY,,4406.0,TT,GEM,1300.0,14.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0,1400.0,,CORTE,SPLICE,M30-TT
4121,G152550A,M30,C,G15,2550A,E01937800,0.5,BK,  ,190.0,100.0,E10146200,                  ,,4.0,                                                            ,E02719100,2550B             ,,5.0,MULTI-X633G205_X1                                           ,M30.B-07,IP,MULTI,4406.0,TT,GEM,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CORTE,MULTI,M30-TT
4122,G152250E,M30,C,G15,2250E,16BNX6010,0.35,BK,  ,870.0,100.0,E16318100,                  ,,5.0,                                                            ,,SP2250_1325_1_1   ,,13.0,                                                            ,M30.A-17,IP,CORTE,4100.0,TT,GEM,1300.0,18.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,1800.0,,CORTE,SPLICE,M30-TT
4123,A99A1.50,M30,C,A99,A1.50,16AC01060,1.5,BK,WT,200.0,100.0,,                  ,0,13.0,                                                            ,,                  ,,13.0,                                                            ,M30.C-07,lead prep,,4406.0,TS,AMOSTRA,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,AMOSTRA,AMOSTRA,M30-TT
4124,G16293,M30,C,G16,293,163445080,2.5,BN,VT,4065.0,50.0,E05363300,                  ,,5.0,                                                            ,3202573M8,                  ,,5.0,                                                            ,M30.A-21,BODY,,2770.0,TT,GEM,1250.0,27.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,0.0,0.0,1350.0,,CORTE,CORTE,M30-TT
4125,G152150V,M30,C,G15,2150V,16ACX6070,2.0,BK,  ,400.0,100.0,,SP2150_611_1_X1   ,,13.0,                                                            ,E15142100,                  ,,13.0,MULTI-X633G201_X1                                           ,M30.E-01,IP,CORTE,4406.0,TT,GEM,1300.0,18.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,1800.0,,SPLICE,MULTI,M30-TT
4126,G152150N,M30,C,G15,2150N,E01937800,0.5,BK,  ,720.0,100.0,E05943900,                  ,,4.5,                                                            ,,SP2150_201_1_X1   ,,13.0,                                                            ,M30.A-01,IP,CORTE,4100.0,TT,GEM,1300.0,18.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0.0,0.0,1800.0,,CORTE,SPLICE,M30-TT
